4.250,4.264,0.250,101,26.0,6.63,159,
4.250,4.243,0.250,102,25.2,6.10,160,
4.200,4.197,0.200,102,29.8,8.54,161,
4.200,4.199,0.201,101,29.4,8.47,162,
4.200,4.205,0.199,101,29.2,8.36,163,
4.200,4.200,0.200,101,29.6,8.59,164,
4.200,4.205,0.199,101,29.6,8.59,165,
4.200,4.207,0.199,101,29.6,8.59,166,
4.200,4.195,0.201,102,29.2,8.20,167,
4.200,4.193,0.201,102,29.2,8.20,168,
4.200,4.211,0.200,101,29.6,8.59,169,
4.200,4.187,0.199,102,29.4,8.31,170,
4.150,4.163,0.149,103,35.6,11.95,171,
4.150,4.137,0.151,103,34.8,11.42,172,
4.150,4.147,0.151,102,35.2,11.91,173,
4.150,4.151,0.150,101,34.8,11.87,174,
4.150,4.137,0.149,101,35.6,12.42,175,
4.150,4.147,0.150,101,35.6,12.42,176,
4.150,4.149,0.150,101,34.8,11.87,177,
4.150,4.144,0.149,102,34.8,11.64,178,
4.150,4.157,0.149,102,35.6,12.18,179,
4.150,4.163,0.150,102,35.2,11.91,180,
4.100,4.106,0.100,102,43.2,17.94,181,
4.100,4.086,0.100,102,43.2,17.94,182,
4.100,4.113,0.100,103,42.8,17.27,183,
4.100,4.085,0.100,102,42.8,17.61,184,
4.100,4.092,0.100,103,43.2,17.59,185,
4.100,4.119,0.100,102,42.4,17.28,186,
4.100,4.086,0.100,101,42.2,17.46,187,
4.100,4.096,0.099,103,42.8,17.27,188,
4.100,4.112,0.100,102,43.8,18.44,189,
4.100,4.100,0.100,102,42.4,17.28,190,
4.050,4.065,0.05000,103,51.6,25.10,191,
4.050,4.057,0.05000,103,51.6,25.10,192,
4.050,4.057,0.04980,102,51.6,25.59,193,
4.050,4.055,0.04997,102,51.6,25.59,194,
4.050,4.051,0.05051,102,51.6,25.59,195,
4.050,4.047,0.05011,101,52.0,26.51,196,
4.050,4.047,0.05000,103,51.6,25.10,197,
4.050,4.054,0.05005,103,51.2,24.71,198,
4.050,4.061,0.05007,103,52.0,25.49,199,
4.050,4.047,0.04992,101,51.6,26.10,200,
4.040,4.054,0.03996,102,53.2,27.20,201,
4.040,4.054,0.04005,102,53.2,27.20,202,
4.040,4.016,0.04002,103,52.8,26.28,203,
4.040,4.016,0.04000,103,52.8,26.28,204,
4.040,4.054,0.04005,102,53.2,27.20,205,
4.040,4.033,0.04000,101,53.2,27.74,206,
4.040,4.033,0.03984,102,53.2,27.20,207,
4.040,4.024,0.03996,102,53.2,27.20,208,
4.040,4.055,0.04000,101,53.2,27.74,209,
4.040,4.022,0.03997,102,52.8,26.80,210,21
